method,rouge1_min,rouge1_max,rouge1_mean,rouge1_std,rouge2_min,rouge2_max,rouge2_mean,rouge2_std,rougeL_min,rougeL_max,rougeL_mean,rougeL_std,roberta_precision_min,roberta_precision_max,roberta_precision_mean,roberta_precision_std,roberta_recall_min,roberta_recall_max,roberta_recall_mean,roberta_recall_std,roberta_f1_min,roberta_f1_max,roberta_f1_mean,roberta_f1_std,deberta_precision_min,deberta_precision_max,deberta_precision_mean,deberta_precision_std,deberta_recall_min,deberta_recall_max,deberta_recall_mean,deberta_recall_std,deberta_f1_min,deberta_f1_max,deberta_f1_mean,deberta_f1_std,meteor_min,meteor_max,meteor_mean,meteor_std,bleu_min,bleu_max,bleu_mean,bleu_std,content_coverage_min,content_coverage_max,content_coverage_mean,content_coverage_std,alignscore_min,alignscore_max,alignscore_mean,alignscore_std,summac_min,summac_max,summac_mean,summac_std,factcc_min,factcc_max,factcc_mean,factcc_std,minicheck_ft5_min,minicheck_ft5_max,minicheck_ft5_mean,minicheck_ft5_std,minicheck_7b_min,minicheck_7b_max,minicheck_7b_mean,minicheck_7b_std,exec_time_min,exec_time_max,exec_time_mean,exec_time_std,length_min,length_max,length_mean,length_std,length_within_bounds_pct,length_too_short_pct,length_too_long_pct
ollama_phi3:3.8b,0.07532956685499058,0.6122448979591837,0.3478792846315458,0.07521110665017305,0.0,0.2692307692307693,0.08484327759257053,0.04846386002445639,0.058380414312617694,0.39999999999999997,0.204870975911554,0.053655583172785834,0.7897330522537231,0.9148321747779846,0.8590417438149452,0.016433852609777692,0.7906787991523743,0.9287909269332886,0.8778788651823998,0.019597959541560774,0.8137476444244385,0.9154911041259766,0.8682493346929551,0.015223598212766996,0.37967827916145325,0.7523353099822998,0.6168574872910977,0.043517297997194615,0.47873592376708984,0.8011588454246521,0.6596775817871093,0.04941512307976479,0.4640989303588867,0.7724155187606812,0.6367442592978477,0.04063318920785302,0.054644808743169404,0.5545924355657755,0.2339041819739818,0.08234430848870132,0.0370704675470266,0.6592764163147613,0.353841770993759,0.07943474342250055,0.5680137276649475,0.9793633222579956,0.8940787232518196,0.05245194779212094,0.0027999384328722954,0.9932538866996765,0.757347893727012,0.21257339469382897,-0.806884765625,0.716552734375,0.024585959356739406,0.253341586536916,7.434555300278589e-06,0.9999676942825317,0.6016553888062317,0.44890247680921375,0.025255665183067322,0.9870209097862244,0.8239139272594569,0.18524406838415902,0.0,1.0,0.8661222943722944,0.23218689940088494,0.5488688945770264,21.685946941375732,1.8354924395084382,0.8205087082554209,21.0,988.0,73.304,36.183388232723594,90.4,0.0,9.6
ollama_phi4:14b,0.11347517730496454,0.6259541984732825,0.37985716371933803,0.07199245828234839,0.0,0.31901840490797545,0.12191353477323116,0.05757323898809799,0.0923076923076923,0.4444444444444444,0.23371367965579656,0.05704150932076248,0.8027933239936829,0.9170240163803101,0.8590764659047126,0.015955923089039373,0.8086835145950317,0.9372862577438354,0.8891829246282578,0.018435604923815126,0.8205021619796753,0.9177085161209106,0.8737796279788017,0.014745617187984643,0.5013508796691895,0.7837492227554321,0.6192643513083458,0.03901336633706844,0.48765212297439575,0.841690182685852,0.6942247171401977,0.047507153137735174,0.49867385625839233,0.7820737361907959,0.6541035575866699,0.03913844144729874,0.05617977528089887,0.6370214522078836,0.2957141116042716,0.08767327424842493,0.15748032957524097,0.6074474838447949,0.3245848460742146,0.07053368873756147,0.3203076720237732,0.9861321449279785,0.9425559224486351,0.034332020212064114,0.1687670201063156,0.9937772750854492,0.8915977673083544,0.12715877807444098,-0.51427001953125,0.9354120890299479,0.299789965234484,0.24868359415785393,7.818601261533331e-06,0.999962568283081,0.7203104650716469,0.41108515417474906,0.4062264934182167,0.9869412879149119,0.9401957654847454,0.07482478712928708,0.0,1.0,0.9842380952380951,0.08105216539204384,2.5924408435821533,12.168224334716797,5.970563571691513,1.2539867684785768,23.0,149.0,92.91,16.162360594913107,70.39999999999999,0.0,29.599999999999998
ollama_qwen3:4b,0.0,0.6875,0.378355646524201,0.12768262426915858,0.0,0.4675324675324675,0.12325797384194667,0.07460123035251912,0.0,0.6041666666666666,0.24871763046743803,0.0962955026016378,0.7260383367538452,0.9411787986755371,0.8666627015471459,0.03640712503789153,0.7496912479400635,0.9483904242515564,0.8764212891459465,0.032177841658541886,0.7447189688682556,0.9373059868812561,0.8714095841646194,0.033077391425091585,0.38945460319519043,0.822242021560669,0.64081818780303,0.07164167805960098,0.284284770488739,0.8568366765975952,0.6518323522210121,0.08774353075501207,0.3368738889694214,0.8280736207962036,0.6454621611535549,0.07770964895713164,0.0,0.5546419891207901,0.21645392026044175,0.09796214099456803,0.0,0.6966587283759365,0.4299763274423882,0.130581728625977,-0.037075117230415344,0.9701147079467773,0.8375021337438375,0.19762578570726144,0.00576814403757453,0.9940018653869629,0.8078086614389904,0.21798475648233456,-0.9602279663085938,0.882232666015625,0.04876295000712076,0.373637178118239,1.1563214684429113e-05,0.9999723434448242,0.5550438599148793,0.4574736529342948,0.012555580586194992,0.985308825969696,0.8617456981031846,0.23083767778898193,0.0,1.0,0.9183833333333333,0.24742473097893827,4.291109800338745,22.247567892074585,10.120765223503113,1.6753685107760445,1.0,78.0,42.411,12.847882276857927,94.19999999999999,5.800000000000001,0.0
ollama_qwen3:8b,0.0,0.6611570247933886,0.39333124856227025,0.09068229084705548,0.0,0.37500000000000006,0.12735365687621633,0.06505659165403302,0.0,0.5156249999999999,0.24562703256987722,0.07026801562839947,0.736282467842102,0.9214181900024414,0.8653414476513862,0.021108607413823366,0.7500975131988525,0.9372553825378418,0.8875964261293411,0.023168913376423496,0.7448241710662842,0.9205932021141052,0.8762352710366249,0.02025996536280862,0.41333580017089844,0.7762740850448608,0.6269074084758759,0.04835127205266032,0.2842848300933838,0.8453385233879089,0.6829117631316185,0.0613569679111219,0.3368739187717438,0.8006575107574463,0.6531029448509217,0.051647988534323154,0.0,0.6439393939393939,0.2641878109952485,0.09176909301048786,3.0460101311641254e-240,0.6488428235147515,0.3745237348641346,0.08485338000105158,-0.00944405049085617,0.9787640571594238,0.9023399393185974,0.09747572606316393,0.0008325906819663942,0.9932091236114502,0.8369348012294504,0.19138176280154084,-0.941009521484375,0.836383056640625,0.1559684735434396,0.30003768650712015,1.0807401849888265e-05,0.9999570846557617,0.6421311456965013,0.4379692936606758,0.015093313530087471,0.9852696061134338,0.8940475898125408,0.14930311260059206,0.0,1.0,0.9451904761904761,0.1684642785635205,4.8443145751953125,34.258212089538574,12.332448034048081,3.6845082612517492,1.0,109.0,69.758,14.726962891241358,97.89999999999999,0.8999999999999999,1.2
ollama_gpt-oss:20b,0.0,0.6434782608695652,0.3884486071133646,0.11471792005722903,0.0,0.396551724137931,0.12086401142094096,0.0682522813927246,0.0,0.5301204819277109,0.2463872129241309,0.08461885769342335,0.7260382175445557,0.9249931573867798,0.8528353301286697,0.029715959213132855,0.7500974535942078,0.9413666725158691,0.8828533529639244,0.030098197417154655,0.7448241710662842,0.9189627170562744,0.8674942083358764,0.02857741754566259,0.3993269205093384,0.7882527709007263,0.6186673807501792,0.05922305594504639,0.2842848300933838,0.8513451814651489,0.6722050590217113,0.08252168886563961,0.33687394857406616,0.7748919129371643,0.6435076736807823,0.06865949297050397,0.0,0.570138209283964,0.2290830410787623,0.09461328596122119,2.052385482246125e-242,0.6479203425580521,0.38318252695438526,0.10747994459616275,-0.037075165659189224,0.9794503450393677,0.8670113969370723,0.17913761243528467,0.00576814403757453,0.993642270565033,0.8108194752228446,0.20473544724377937,-0.941009521484375,0.90045166015625,0.08863493546985445,0.3319449059803561,8.926626833272167e-06,0.999940037727356,0.5712786370468839,0.45212441039340967,0.012555580586194992,0.9859700202941895,0.853764173320193,0.21299055649968698,0.0,1.0,0.9302333333333334,0.22051669374952598,5.9507973194122314,86.30631160736084,21.495114429950714,11.83325625820394,1.0,106.0,60.157,15.837813959003308,95.5,4.3999999999999995,0.1
ollama_granite4:micro,0.0,0.7209302325581395,0.3912465582964726,0.09063454951796798,0.0,0.4675324675324675,0.12660044471509443,0.07267828129174324,0.0,0.5294117647058824,0.25491512984017545,0.07391452821169907,0.7850251197814941,0.9365538954734802,0.8768317895531654,0.019574358334615113,0.7601255178451538,0.9400835633277893,0.8789995757341384,0.021473669980669338,0.7723746299743652,0.9274674654006958,0.8777945954203605,0.017849453603632093,0.4875764548778534,0.8053862452507019,0.6589385384619236,0.04758309385412201,0.348361611366272,0.8220664262771606,0.6596875765919685,0.054390820730564934,0.40637677907943726,0.7980471253395081,0.6584812021255493,0.04568625182509195,0.0,0.5713029325839288,0.2330002022684738,0.09231283588578819,4.568768223681443e-86,0.6727317791873219,0.4319686368177034,0.09224467853229819,0.10529433190822601,0.980898916721344,0.8891944965571165,0.05623578993357718,0.0034663169644773006,0.9976669549942017,0.8616037695952691,0.17372827997852766,-0.96588134765625,0.9751644134521484,0.1471797353108724,0.33361235384790006,9.624551239539869e-06,0.9999394416809082,0.6146834302669476,0.45121582149858,0.05731366202235222,0.9877743721008301,0.9235840579370658,0.12410311614060344,0.0,1.0,0.9624833333333334,0.15387585093184702,0.10131955146789551,2.4292869567871094,0.9979888353347778,0.28974951238840513,1.0,102.0,46.576,13.240778829056847,99.5,0.3,0.2
ollama_granite4:micro-h,0.13513513513513514,0.6554621848739496,0.38558732641606275,0.08001061305548701,0.0,0.4107142857142857,0.12579643676097146,0.0627972542681229,0.08108108108108109,0.5128205128205128,0.24087094489026908,0.06421639179727899,0.7862217426300049,0.9269305467605591,0.8623062980175018,0.018648363688504036,0.8035683631896973,0.9397293329238892,0.8871752964258194,0.019818930888536857,0.8148002624511719,0.9213621020317078,0.874446519613266,0.016392455856560108,0.4727252125740051,0.7794857025146484,0.6249365554749966,0.04371033440117146,0.48240408301353455,0.82314532995224,0.6849185301065445,0.050477607055509216,0.4952676296234131,0.7809988856315613,0.652807211637497,0.04170192069050772,0.043956043956043946,0.6363920237498527,0.28681220665029855,0.09146205052747408,0.15830483313335778,0.6443570860298263,0.35047251571621124,0.08428694435642342,0.5949701070785522,0.9905407428741455,0.9315157650709153,0.037881994866956974,0.0017177792033180594,0.9942746758460999,0.8711541962063638,0.14694315701838148,-0.739288330078125,0.9809074401855469,0.23115603156922357,0.28306195786639626,9.227253940480296e-06,0.999936580657959,0.6911938746782235,0.4201049157786363,0.15378154255449772,0.9861058592796326,0.9239767074903643,0.10591891239007173,0.0,1.0,0.9636369047619048,0.12328476230917745,0.5222928524017334,4.7781476974487305,1.8295521178245544,0.5716176958289497,23.0,195.0,82.928,24.203570315141526,77.8,0.0,22.2
ollama_granite4:tiny-h,0.15384615384615385,0.6885245901639344,0.3933672237613639,0.07757613213040865,0.0,0.4171779141104295,0.13466238320274004,0.06589939099049232,0.09230769230769231,0.4950495049504951,0.24599869546697453,0.06526366359970676,0.8043518662452698,0.9202134609222412,0.8623457868099212,0.01683778381756615,0.8074057102203369,0.9387752413749695,0.8887945116758347,0.01979177865824539,0.8177622556686401,0.9225810170173645,0.875281639099121,0.01609445682402299,0.49414584040641785,0.7918107509613037,0.6232897694408893,0.040907006795332,0.4983782470226288,0.8418117761611938,0.6908303712904453,0.04958601865023877,0.5086153149604797,0.7883580327033997,0.6548302097916603,0.041285106404782786,0.07653061224489795,0.6202182546111777,0.30508098606615475,0.09208208428025369,0.149116668861923,0.6389455352907811,0.34296842393326393,0.07490500745413704,0.7747457027435303,0.991814911365509,0.937878969669342,0.03261494331405273,0.014984510838985443,0.9941835403442383,0.8760992419496179,0.13854359014075454,-0.7233123779296875,0.9656600952148438,0.28228757535843624,0.27458212142010885,8.49972366268048e-06,0.9999560117721558,0.687327567254927,0.4272462339219523,0.22334359008818866,0.9873936474323273,0.9300817526954316,0.08714373777177425,0.2,1.0,0.9602904761904761,0.11530975526755725,0.8685557842254639,2.9217514991760254,1.6239532945156097,0.32161149026321256,46.0,145.0,86.783,16.18974709499812,82.39999999999999,0.0,17.599999999999998
ollama_granite4:small-h,0.0,0.6722689075630253,0.39444171347446627,0.09106984825164213,0.0,0.36257309941520466,0.13306858720162285,0.06917135357300543,0.0,0.5378151260504203,0.2507775501607973,0.07112507301307926,0.7379911541938782,0.9268370270729065,0.8645974533557892,0.01949914397583837,0.7765401601791382,0.9455345869064331,0.8863654038310051,0.022177915282293188,0.7677379250526428,0.9339392781257629,0.8751907640695572,0.01737056928411133,0.44402986764907837,0.8308244943618774,0.6337779507637024,0.04596348995533298,0.39747703075408936,0.843913733959198,0.6828877763748169,0.05859505348164248,0.4252581000328064,0.8373180031776428,0.6563443465828895,0.04557485578704997,0.0,0.6261874146686798,0.2827566579877588,0.10365459003042592,1.231781760603195e-237,0.7319728027655047,0.36605526985078907,0.09338772145612759,0.05491118133068085,0.9865833520889282,0.916629239693284,0.07879567650395962,0.000650641683023423,0.9955505132675171,0.874389561793243,0.15919351325549913,-0.8272781372070312,0.9853878021240234,0.2688066366002673,0.30022274013802935,7.652906788280234e-06,0.9999659061431885,0.6646703955145286,0.4361561245492491,0.02064937725663185,0.9874530633290609,0.9191063318312857,0.13402481953652368,0.0,1.0,0.9556833333333333,0.15010433315975039,1.336000680923462,21.18124532699585,9.851527731180191,2.392569786122082,1.0,134.0,72.999,21.985108573759646,90.5,0.4,9.1
openai_gpt-3.5-turbo,0.0,0.660377358490566,0.3910668957343456,0.09055096153980148,0.0,0.39240506329113917,0.12941306501947786,0.06637520214099853,0.0,0.5471698113207547,0.24869267412275212,0.07002987549660399,0.736282467842102,0.9330333471298218,0.8703798436522484,0.021639140874913688,0.7524168491363525,0.9398173689842224,0.8842709876894951,0.024183228295990625,0.7483313679695129,0.9330472350120544,0.8771788234710693,0.021130284994438628,0.4051010012626648,0.8254345655441284,0.6366906363368035,0.04700752456780086,0.32464897632598877,0.82997727394104,0.6787650926411152,0.06281832499922113,0.3629200756549835,0.8255677223205566,0.656462062895298,0.05184682282796857,0.0,0.5923841726039528,0.27475840083290975,0.09400742031514717,6.798610414096889e-240,0.7253162548320607,0.37238270013535646,0.08595799688512054,0.0021730251610279083,0.987916886806488,0.912518100835383,0.10252336659165268,0.00576814403757453,0.9961925745010376,0.9094589781253599,0.12909701734152898,-0.8921966552734375,0.9942431449890137,0.2832957103320531,0.29646709858238185,9.899900760501623e-06,0.999966025352478,0.6731563372584287,0.42870534689719414,0.012555580586194992,0.9877873063087463,0.9464705730136483,0.11366732731020787,0.0,1.0,0.9780333333333333,0.12532056229259958,0.6629443168640137,11.140108585357666,1.7354376771450042,0.5265399171485692,1.0,102.0,72.019,14.383554463344588,98.5,1.3,0.2
openai_gpt-4.1,0.0,0.6603773584905661,0.39218981490147325,0.11674704107329702,0.0,0.40298507462686567,0.12861889889960706,0.07310725120965259,0.0,0.5283018867924529,0.2527312210037029,0.08950656731201392,0.7260382175445557,0.936587393283844,0.8712500388026237,0.032729589244791066,0.7500974535942078,0.9387346506118774,0.8813735604286194,0.03104704090577183,0.7448241710662842,0.9263399243354797,0.8761922524571418,0.030684799001606276,0.38945460319519043,0.8128348588943481,0.6439957624971867,0.06490370420937316,0.2842848300933838,0.8448594808578491,0.6651645826101303,0.0837317053665933,0.33687394857406616,0.8018854856491089,0.6536958661079407,0.07247778059864016,0.0,0.5425790754257909,0.24675547177553653,0.10061728137397317,2.052385482246125e-242,0.6548693707117842,0.41129457954736504,0.11496178584817957,-0.037075165659189224,0.9800610542297363,0.8647869273498654,0.17948145666170634,0.010841147042810917,0.9937142133712769,0.8590334811164066,0.19527813518609433,-0.9405670166015625,0.9931097030639648,0.007738112608591715,0.3434262465818562,7.005815405136673e-06,0.9999699592590332,0.6372935021164863,0.44242953422248316,0.012555580586194992,0.9858981569608053,0.8927217477786664,0.20366277708701222,0.0,1.0,0.9371666666666666,0.22050264548677562,0.5446610450744629,18.155627489089966,1.746934942960739,0.8553822608600777,1.0,89.0,55.037,14.593204959843467,95.5,4.5,0.0
openai_gpt-4.1-mini,0.0,0.6666666666666666,0.39724429777122383,0.11415919657394874,0.0,0.45454545454545453,0.13254180519330025,0.07205470264168629,0.0,0.5535714285714286,0.2536613063221019,0.08703082025008356,0.7260382175445557,0.9366965889930725,0.8680585643053055,0.031302286236712634,0.7496912479400635,0.9427312612533569,0.8852086666226388,0.030744390819036772,0.744718611240387,0.9274940490722656,0.8764677199721337,0.029876139540429267,0.3993268609046936,0.8206456303596497,0.6390779291391373,0.06211210359016793,0.3110717236995697,0.8403422236442566,0.6761319258213043,0.08295729390211255,0.35775139927864075,0.8146808743476868,0.6563804084658623,0.07066830264454488,0.0,0.5930851063829787,0.26387306478888595,0.10177006431162566,2.0444361166087533e-240,0.661696849014077,0.391735866630897,0.11019831547000915,-0.037075165659189224,0.980563223361969,0.882997307498008,0.17637537812197432,0.00576814403757453,0.9927859902381897,0.8470996866882778,0.19313010502966327,-0.9405670166015625,0.9346179962158203,0.020231317996978762,0.33203103676104706,8.477963092445862e-06,0.9999377727508545,0.6379217756827739,0.4420618350518467,0.012555580586194992,0.9854532480239868,0.8916938106636205,0.19712757399202768,0.0,1.0,0.9423999999999999,0.2111976851724995,0.5956385135650635,11.187721490859985,1.988787769794464,0.8196283222270319,1.0,96.0,62.154,16.162248729678677,95.8,4.2,0.0
openai_gpt-4o,0.0,0.6666666666666666,0.39473431804878895,0.10660265678490147,0.0,0.4854368932038835,0.13130621285696015,0.07407899236947187,0.0,0.5233644859813085,0.2590707221991704,0.08342619169036121,0.7332242727279663,0.9504006505012512,0.8752893480062485,0.02880465802105626,0.7549147605895996,0.9360260367393494,0.8819873096942902,0.02709322744971797,0.7461864948272705,0.933319091796875,0.8785247401595115,0.026383171828663746,0.399326890707016,0.8317984938621521,0.654044591665268,0.0604618293153468,0.3196994960308075,0.8398661017417908,0.6676829254329204,0.07336457749735895,0.3617703914642334,0.8164597749710083,0.6600818127691745,0.06422115052260627,0.0,0.5396230406642736,0.24632796325311396,0.09607541577241704,6.798610414096889e-240,0.6648788063462419,0.42443978641430713,0.10505659914604502,-0.010986767709255219,0.9824483394622803,0.877442440558225,0.1468307987243231,0.022507386282086372,0.9952952265739441,0.8911588489748538,0.16361593770244268,-0.941009521484375,0.9926252365112305,0.18369492349624633,0.33723543207249845,7.519824066548608e-06,0.9999651908874512,0.6838797594469579,0.43168088695821194,0.012555580586194992,0.9881774584452311,0.9271252312062309,0.16356115801218185,0.0,1.0,0.9649333333333334,0.17321404869890508,0.60487961769104,9.110101699829102,2.743495067358017,0.8517986383542431,1.0,91.0,52.225,12.970827845592586,97.2,2.8000000000000003,0.0
openai_gpt-4o-mini,0.0,0.6534653465346534,0.3935952282103797,0.08456919450154822,0.0,0.352,0.12638382135938478,0.06504688090709707,0.0,0.4827586206896552,0.24943999171727346,0.06722724009824356,0.737991213798523,0.9318162202835083,0.8698135492801666,0.01937900257835891,0.75834059715271,0.9329521656036377,0.8858099524974823,0.021643727902782888,0.7483314275741577,0.9224998950958252,0.8776443123817443,0.018425778468805738,0.399437814950943,0.8118453025817871,0.6396001788675785,0.04516838751354102,0.3305949568748474,0.8184541463851929,0.6825026879012585,0.05667547358766424,0.3617703914642334,0.7956352829933167,0.6597999469935893,0.04742896426411152,0.0,0.5434106460499422,0.26807564238987086,0.08750555112048432,2.5308545564866623e-238,0.6764338517906356,0.38034416336495486,0.0785808581836482,-0.00618298165500164,0.9893826246261597,0.9168441257271915,0.07656952978318526,0.005689920857548714,0.9975314736366272,0.8941347401682287,0.12848956730175942,-0.846832275390625,0.9821243286132812,0.22237369035085044,0.2831416921883645,1.1742058632080443e-05,0.9999728202819824,0.6768677386246381,0.43086565597150933,0.020107273012399673,0.988338033358256,0.9394845284681146,0.09992348443459637,0.0,1.0,0.9826,0.09999731107495953,0.5846116542816162,6.239530801773071,2.7338231537342073,0.6453038815110643,1.0,100.0,70.055,11.32360256278893,99.4,0.6,0.0
openai_gpt-5-nano-2025-08-07,0.0,0.6788990825688073,0.41058623013666623,0.09083974460250423,0.0,0.45977011494252873,0.13349957660110762,0.07126867387040864,0.0,0.6168224299065421,0.263808115131826,0.07501291049530623,0.7385162115097046,0.9299992322921753,0.8706525764465332,0.020119287832192224,0.7644238471984863,0.9465386271476746,0.8857788563966751,0.02112249187725926,0.7567955255508423,0.9309407472610474,0.8780452983975411,0.018281768284839392,0.39943769574165344,0.823111891746521,0.6435025112330913,0.04811618997337743,0.330594927072525,0.8207588791847229,0.6785683092772961,0.052174971634949815,0.361770361661911,0.7970722913742065,0.6598673187196255,0.04555449208377453,0.0,0.6600422832980972,0.24543975828440756,0.08926436597837023,3.941264533735941e-240,0.6727494851021948,0.43005548304346153,0.08416920290868872,-0.006183022633194923,0.9801032543182373,0.8870737451668829,0.0748034131953521,0.06731989234685898,0.9957990646362305,0.8519016041457653,0.163377276801853,-0.9437103271484375,0.9887990951538086,0.1186648406982422,0.31168795481383765,8.032398000068497e-06,0.9999817609786987,0.5328941756199356,0.45424862957710416,0.037007953971624374,0.9840157926082611,0.8965225398335606,0.13300400537497764,0.0,1.0,0.9602833333333333,0.1492781808496398,0.7966876029968262,604.9081013202667,3.308756450653076,19.271808167948322,1.0,99.0,53.979,11.84443156086437,99.6,0.4,0.0
openai_gpt-5-mini-2025-08-07,0.0,0.6666666666666666,0.40125250053168693,0.10935514247845018,0.0,0.3888888888888889,0.12836306163505015,0.07183782710410491,0.0,0.5544554455445545,0.26190366035434054,0.08676427057223474,0.7326715588569641,0.9246702790260315,0.8627595036029816,0.028268641086716475,0.7496912479400635,0.939929723739624,0.8849104120731354,0.02724766075707004,0.744718611240387,0.9316146969795227,0.8736004386544227,0.026291472531179767,0.3993269205093384,0.7972832322120667,0.6342663706243038,0.05882940471343773,0.3110717236995697,0.8432323932647705,0.6747573379576206,0.07349004986301869,0.35775139927864075,0.8015415668487549,0.6531473925709724,0.06338599728302775,0.0,0.5244666486632461,0.2365437898253104,0.09580649126127608,2.0444361166087533e-240,0.6757346151687508,0.4183766394706348,0.10411363862926115,-0.0370752178132534,0.9810736179351807,0.8699030372332781,0.14918542590298473,0.020667269825935364,0.9958725571632385,0.8209998866487295,0.21972808666088361,-0.92706298828125,0.9134635925292969,-0.0033761618614196786,0.31503397205260114,9.416378816240467e-06,0.999942421913147,0.5005435435149665,0.4581504872933773,0.012555580586194992,0.9836366772651672,0.8501045101435234,0.205099188802629,0.0,1.0,0.9321666666666667,0.22225804572363378,0.960533857345581,106.64187431335449,3.5811709835529326,4.796019869472209,1.0,84.0,53.335,13.241630375448485,97.1,2.9000000000000004,0.0
openai_gpt-5-2025-08-07,0.0,0.65,0.3809540066139877,0.11633432947916202,0.0,0.3801652892561984,0.11869770311449535,0.06592301602074362,0.0,0.513157894736842,0.23978546995554942,0.08469610313849042,0.7260382771492004,0.915219783782959,0.8551771249175072,0.030956005031167716,0.7496913075447083,0.938892662525177,0.8850212810635567,0.0319360286275361,0.7447189688682556,0.9233676791191101,0.8697700229883194,0.030418817002686643,0.3993268311023712,0.7808865308761597,0.613703922778368,0.059494972188176475,0.2842848002910614,0.8450933694839478,0.6778386309742928,0.08806513971182943,0.3368738889694214,0.7863767743110657,0.6433206363618373,0.07184008884717394,0.0,0.5568947762591275,0.2590750981951593,0.10183049470338813,2.052385482246125e-242,0.6167452826674314,0.3524825822673437,0.10598672425336057,-0.0370752178132534,0.9813503623008728,0.8656374807739631,0.19494025902018783,0.00576814403757453,0.9930461049079895,0.812004147161264,0.19917980736775978,-0.9410171508789062,0.9108848571777344,0.09079300216493152,0.33070409282384367,1.3102118828101084e-05,0.9999159574508667,0.5797606363799669,0.44859626433834465,0.012555580586194992,0.9854092001914978,0.847298391450436,0.21862689309900163,0.0,1.0,0.9229571428571429,0.23173818007464456,0.9064123630523682,39.216042280197144,3.5414282870292664,3.5151628449237826,1.0,96.0,69.602,17.777333770844265,94.8,5.2,0.0
anthropic_claude-3-5-haiku-20241022,0.0,0.6394557823129251,0.384131809168602,0.0900483490593029,0.0,0.3368421052631579,0.11723150526275675,0.06668569862350418,0.0,0.5048543689320388,0.24914979014257246,0.07355085294222741,0.7396009564399719,0.9287806749343872,0.8754602584838868,0.01950198302344457,0.7763164043426514,0.941419243812561,0.8802092591524124,0.022289443842486368,0.761650562286377,0.9319250583648682,0.8777408488392829,0.019070997753196588,0.3993268311023712,0.8034847974777222,0.6539358811676502,0.04898284877461969,0.3495830297470093,0.8158314824104309,0.6658915378153324,0.0569384575198541,0.3781803250312805,0.7994202375411987,0.6593953340947628,0.050221946041648945,0.0,0.5517642786962279,0.23166316162449352,0.08643792990625324,3.746751499013639e-237,0.6372775595695744,0.42324905043461114,0.08031026626014916,0.03402722254395485,0.978583812713623,0.8983284572325647,0.08303598109980662,0.004079984501004219,0.99322909116745,0.8545248727016151,0.163058174075438,-0.926849365234375,0.9416284561157227,0.061412126541137695,0.296673042815951,7.83662198955426e-06,0.9999524354934692,0.5309229824767235,0.4656502376127332,0.015093313530087471,0.988087922334671,0.9289896370360007,0.1045746022679342,0.0,1.0,0.9746666666666667,0.11730728877610291,1.3902256488800049,8.776190757751465,2.4041241829395292,0.35820583497184655,1.0,80.0,53.414,8.059069673355603,99.7,0.3,0.0
anthropic_claude-sonnet-4-20250514,0.13953488372093023,0.6666666666666666,0.39306963987137405,0.08310778978162109,0.0,0.4521739130434782,0.1304255284220525,0.06979076087875923,0.08620689655172413,0.5283018867924528,0.2529447498497195,0.06999156056030936,0.8116860389709473,0.9256188869476318,0.8676331823468209,0.017258300004880902,0.8096614480018616,0.9490789175033569,0.8887679990530014,0.02060426819299714,0.822911262512207,0.9269089698791504,0.8779799072742462,0.016685396763089024,0.4961199462413788,0.7757495045661926,0.6339850412309169,0.043922859278132824,0.49133366346359253,0.864733874797821,0.688744819521904,0.05177289247036974,0.501059889793396,0.7907179594039917,0.6597122747898102,0.0440057441248341,0.0635593220338983,0.6015820702637472,0.28052131511998923,0.09567859028104447,0.12063670900153908,0.6863708925756791,0.36942324945729343,0.07641326324729304,0.7218475341796875,0.9870237112045288,0.9258849688768387,0.03463043766734566,0.008508030325174332,0.9926847815513611,0.8354309912873432,0.16249721362474467,-0.8697713216145834,0.9314155578613281,0.08672006686528524,0.2944436546903194,8.37812967802165e-06,0.9999434947967529,0.5643064436751929,0.4573015588554111,0.1620794516056776,0.9854727983474731,0.91060376419841,0.10820323861093963,0.0,1.0,0.9751666666666667,0.09905091283442741,1.886016845703125,68.5527024269104,3.4596068871021273,2.540691656007658,32.0,113.0,73.079,12.00744598155661,98.9,0.0,1.0999999999999999
anthropic_claude-opus-4-20250514,0.0,0.5734265734265734,0.3701919804151546,0.07727106200136812,0.0,0.3595505617977528,0.12014556475194249,0.05937744888477537,0.0,0.4755244755244755,0.23450387215366708,0.062170720889866596,0.7334675192832947,0.9112339615821838,0.8595184541940689,0.01710176412331079,0.7714912295341492,0.937335729598999,0.8888536303043365,0.020235955140671835,0.7519989609718323,0.9144437909126282,0.8738613263964653,0.016756094645443562,0.40988388657569885,0.7413460612297058,0.6137607065439225,0.04210910938018528,0.31772884726524353,0.8298837542533875,0.6903756738901138,0.05269121844659849,0.3579704463481903,0.7584336400032043,0.6493591420054435,0.04415963063085296,0.0,0.5749277556075411,0.28603193230562046,0.08679931332850103,7.580015016134447e-239,0.5961156071871815,0.3148109124798147,0.06949964804264008,0.001954779028892517,0.9852388501167297,0.9339722261857242,0.0584611648217863,0.006801359821110964,0.9926406145095825,0.8249772586789913,0.157299257631121,-0.935882568359375,0.7899627685546875,0.1461198004200345,0.2620624339158954,1.3547405615099706e-05,0.9999313354492188,0.5638193853648245,0.45291064981463836,0.020816417410969734,0.9863625407218933,0.894537200204478,0.12168113348522851,0.0,1.0,0.9681738095238095,0.11803484225117926,2.4241724014282227,18.90723180770874,9.859348052501678,1.5387406508814576,1.0,121.0,92.224,11.643187879614414,76.5,0.3,23.200000000000003
